,lats,longs,text,size,color
10472,51.207113,-1.478024,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Female,8,1
10473,50.903762,-1.072551,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Female,4,1
10474,51.761874,-0.010139,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
10475,51.759953,-0.469060,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: 18-24<br>Gender: Male,12,11
10476,51.663405,-0.329040,Reason: Offensive weapons<br>Ethnicity: Other ethnic group - Not stated<br>Age: 18-24<br>Gender: Male,12,11
10477,51.980300,-0.229147,Reason: Stolen goods<br>Ethnicity: Other ethnic group - Not stated<br>Age: 18-24<br>Gender: Male,12,11
10478,51.703841,-0.381633,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: None,12,1
10479,51.653173,-0.414750,Reason: Offensive weapons<br>Ethnicity: Asian/Asian British - Any other Asian background<br>Age: 25-34<br>Gender: Male,8,41
10480,51.145154,0.877721,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
10481,51.299641,1.121757,Reason: Stolen goods<br>Ethnicity: Other ethnic group - Not stated<br>Age: None<br>Gender: None,12,11
10482,51.453330,0.249505,Reason: Article for use in theft<br>Ethnicity: White - Any other White background<br>Age: 25-34<br>Gender: Male,8,1
10483,51.150915,1.295340,Reason: Controlled drugs<br>Ethnicity: Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background<br>Age: over 34<br>Gender: Male,4,21
10484,51.444632,0.324732,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: 18-24<br>Gender: None,12,11
10485,51.277888,0.507661,Reason: Article for use in theft<br>Ethnicity: Other ethnic group - Not stated<br>Age: None<br>Gender: None,12,11
10486,51.310192,0.191787,Reason: Psychoactive substances<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
10487,51.440700,0.758252,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: 18-24<br>Gender: Male,12,11
10488,51.385200,1.371920,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
10489,51.187866,0.284380,Reason: Psychoactive substances<br>Ethnicity: Black/African/Caribbean/Black British - Any other Black/African/Caribbean background<br>Age: 25-34<br>Gender: Male,8,31
10490,51.182400,0.389458,Reason: Controlled drugs<br>Ethnicity: Black/African/Caribbean/Black British - Any other Black/African/Caribbean background<br>Age: 10-17<br>Gender: Male,16,31
10491,53.785200,-2.249430,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
10492,53.856984,-2.978253,Reason: Articles for use in criminal damage<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
10493,54.048800,-2.807800,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
10494,53.831140,-2.213664,Reason: Fireworks<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
10495,53.755800,-2.707290,Reason: Offensive weapons<br>Ethnicity: Black/African/Caribbean/Black British - Caribbean<br>Age: over 34<br>Gender: Male,4,31
10496,53.821407,-2.407518,Reason: Fireworks<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
10497,53.699524,-2.269431,Reason: None<br>Ethnicity: None<br>Age: None<br>Gender: None,12,21
10498,53.693148,-2.729214,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
10499,53.542061,-2.769501,Reason: Articles for use in criminal damage<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
10500,52.599816,-1.180859,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
10501,52.697966,-1.092752,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
10502,52.542324,-1.371966,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
10503,52.743528,-1.472058,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
10504,52.591193,-1.091770,Reason: Controlled drugs<br>Ethnicity: White - Any other White background<br>Age: 10-17<br>Gender: Male,16,1
10505,53.078718,0.117289,Reason: Stolen goods<br>Ethnicity: None<br>Age: None<br>Gender: None,12,21
10506,53.221970,-0.283667,Reason: Psychoactive substances<br>Ethnicity: Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background<br>Age: 18-24<br>Gender: Male,12,21
10507,53.235321,-0.543863,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
10508,53.032499,-0.384796,Reason: Evidence of offences under the Act<br>Ethnicity: None<br>Age: None<br>Gender: None,12,21
10509,52.803732,0.016017,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
10510,52.909517,-0.639946,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Female,4,1
10511,53.233520,-0.485911,Reason: Controlled drugs<br>Ethnicity: White - Any other White background<br>Age: 25-34<br>Gender: Male,8,1
10512,52.412361,0.743123,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
10513,52.629535,1.365532,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Female,4,1
10514,52.578893,1.717519,Reason: Controlled drugs<br>Ethnicity: White - Any other White background<br>Age: 18-24<br>Gender: Male,12,1
10515,52.604207,0.395623,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
10516,52.838079,1.437091,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
10517,52.637465,1.306904,Reason: Offensive weapons<br>Ethnicity: Black/African/Caribbean/Black British - African<br>Age: 18-24<br>Gender: Male,12,31
10518,52.637465,1.306904,Reason: Offensive weapons<br>Ethnicity: Black/African/Caribbean/Black British - African<br>Age: 18-24<br>Gender: Male,12,31
10519,52.496098,-0.678029,Reason: Controlled drugs<br>Ethnicity: Asian/Asian British - Any other Asian background<br>Age: 18-24<br>Gender: Male,12,41
10520,52.255609,-1.160770,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: 18-24<br>Gender: Male,12,11
10521,52.289129,-0.599717,Reason: Controlled drugs<br>Ethnicity: Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background<br>Age: 25-34<br>Gender: Male,8,21
10522,52.400987,-0.725528,Reason: Stolen goods<br>Ethnicity: Other ethnic group - Not stated<br>Age: 25-34<br>Gender: Male,8,11
10523,52.237773,-0.888839,Reason: Controlled drugs<br>Ethnicity: White - Any other White background<br>Age: over 34<br>Gender: Male,4,1
10524,52.071798,-1.275262,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
10525,52.304416,-0.698221,Reason: Controlled drugs<br>Ethnicity: White - Any other White background<br>Age: 18-24<br>Gender: Male,12,1
10526,53.901912,-1.991243,Reason: None<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
10527,54.337826,-1.431857,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
10528,54.001936,-1.443579,Reason: None<br>Ethnicity: Black/African/Caribbean/Black British - Any other Black/African/Caribbean background<br>Age: 18-24<br>Gender: Male,12,31
10529,54.404928,-1.735615,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Female,12,1
10530,54.246239,-0.778342,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
10531,54.232302,-0.421895,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
10532,53.699211,-1.142087,Reason: Offensive weapons<br>Ethnicity: Other ethnic group - Not stated<br>Age: over 34<br>Gender: Male,4,11
10533,52.073600,-1.341780,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
10534,51.753700,-1.270310,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Any other ethnic group<br>Age: 25-34<br>Gender: Male,8,11
10535,51.608695,-1.242700,Reason: Controlled drugs<br>Ethnicity: Black/African/Caribbean/Black British - Caribbean<br>Age: 18-24<br>Gender: Male,12,31
10536,51.670140,-1.298881,Reason: Anything to threaten or harm anyone<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: None<br>Gender: Male,12,1
10537,51.782887,-1.472047,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
10538,51.140429,-2.642223,Reason: Firearms<br>Ethnicity: None<br>Age: None<br>Gender: None,12,21
10539,51.233779,-2.998336,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: 18-24<br>Gender: Male,12,11
10540,50.949463,-2.614846,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
10541,51.019719,-3.106877,Reason: Controlled drugs<br>Ethnicity: Black/African/Caribbean/Black British - Caribbean<br>Age: over 34<br>Gender: Male,4,31
10542,51.203506,-3.477966,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: over 34<br>Gender: Male,4,11
10543,52.754600,-1.936850,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
10544,52.796846,-1.640665,Reason: Offensive weapons<br>Ethnicity: Other ethnic group - Not stated<br>Age: over 34<br>Gender: Male,4,11
10545,52.694214,-1.838014,Reason: Controlled drugs<br>Ethnicity: Asian/Asian British - Pakistani<br>Age: 18-24<br>Gender: Male,12,41
10546,53.043517,-2.252283,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: over 34<br>Gender: Male,4,11
10547,52.666454,-2.020141,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
10548,52.789372,-2.077970,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
10549,53.116511,-2.175886,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Female,4,1
10550,52.637500,-1.686970,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
10551,52.039809,0.728135,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
10552,52.245930,0.402568,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
10553,52.061503,1.143325,Reason: Offensive weapons<br>Ethnicity: White - Any other White background<br>Age: over 34<br>Gender: Male,4,1
10554,52.194637,1.010362,Reason: Anything to threaten or harm anyone<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
10555,52.240283,0.695565,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
10556,52.024650,1.266371,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
10557,52.516514,1.723539,Reason: Stolen goods<br>Ethnicity: White - Any other White background<br>Age: 10-17<br>Gender: Female,16,1
10558,51.407815,-0.352953,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: None<br>Gender: Male,12,1
10559,51.334673,-0.267762,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: None<br>Gender: Male,12,11
10560,51.256345,-0.545090,Reason: Anything to threaten or harm anyone<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
10561,51.239334,-0.273982,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
10562,51.294456,-0.235756,Reason: Anything to threaten or harm anyone<br>Ethnicity: Other ethnic group - Arab<br>Age: 18-24<br>Gender: Male,12,11
10563,51.370229,-0.489980,Reason: Anything to threaten or harm anyone<br>Ethnicity: Other ethnic group - Not stated<br>Age: None<br>Gender: Male,12,11
10564,51.461945,-0.490972,Reason: Controlled drugs<br>Ethnicity: Asian/Asian British - Any other Asian background<br>Age: 25-34<br>Gender: Male,8,41
10565,51.332251,-0.769532,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
10566,51.299016,-0.072639,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
10567,51.186988,-0.617992,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
10568,51.320758,-0.529248,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
10569,52.639577,-1.636309,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: over 34<br>Gender: Male,4,11
10570,52.497264,-1.478959,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
10571,52.389076,-1.255400,Reason: Article for use in theft<br>Ethnicity: White - Any other White background<br>Age: 18-24<br>Gender: Male,12,1
10572,52.273695,-1.889085,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
10573,52.381991,-1.565396,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: None,8,1
10574,50.831240,-0.234377,Reason: None<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
10575,50.812769,-0.613209,Reason: None<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: None<br>Gender: Male,12,1
10576,50.841547,-0.758549,Reason: None<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
10577,51.115563,-0.189957,Reason: None<br>Ethnicity: Black/African/Caribbean/Black British - Caribbean<br>Age: 25-34<br>Gender: Male,8,31
10578,51.062456,-0.327949,Reason: None<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
10579,51.135998,-0.029863,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
10580,50.812125,-0.360367,Reason: None<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
10581,52.378419,-2.047214,Reason: Article for use in theft<br>Ethnicity: White - Any other White background<br>Age: 25-34<br>Gender: Male,8,1
10582,52.195736,-2.261261,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
10583,52.305745,-1.937023,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
10584,52.190795,-2.219790,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Female,4,1
10585,52.094700,-1.946106,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
10586,52.390600,-2.265012,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
10587,51.707660,-0.362624,Reason: Controlled drugs<br>Ethnicity: White - Irish<br>Age: 25-34<br>Gender: Male,8,1
10588,51.763897,-0.215559,Reason: Controlled drugs<br>Ethnicity: Black/African/Caribbean/Black British - Any other Black/African/Caribbean background<br>Age: 10-17<br>Gender: Male,16,31
10589,51.795887,-0.079036,Reason: Controlled drugs<br>Ethnicity: Black/African/Caribbean/Black British - Any other Black/African/Caribbean background<br>Age: 18-24<br>Gender: Male,12,31
10590,51.901820,-0.205869,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: None<br>Gender: Male,12,11
10591,53.477512,-2.226586,Reason: Offensive weapons<br>Ethnicity: Other ethnic group - Not stated<br>Age: 18-24<br>Gender: Male,12,11
10592,53.557487,-2.203827,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
10593,53.376584,-2.169682,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: None<br>Gender: Male,12,1
10594,53.478950,-2.589682,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
10595,53.420973,-2.846718,Reason: None<br>Ethnicity: White - Any other White background<br>Age: over 34<br>Gender: Male,4,1
10596,53.419114,-2.888557,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
10597,53.433835,-2.776846,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
10598,53.645046,-3.011749,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Female,8,1
10599,53.437545,-3.045665,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
10600,53.572187,-1.469228,Reason: None<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Female,12,1
10601,53.522000,-1.139610,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
10602,53.383992,-1.468894,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
10603,54.969158,-1.612462,Reason: Offensive weapons<br>Ethnicity: Other ethnic group - Not stated<br>Age: over 34<br>Gender: Male,4,11
10604,55.008216,-1.524808,Reason: Articles for use in criminal damage<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
10605,54.951631,-1.358752,Reason: Controlled drugs<br>Ethnicity: Black/African/Caribbean/Black British - African<br>Age: over 34<br>Gender: Male,4,31
10606,54.906817,-1.386805,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Female,4,1
10607,52.473214,-1.795411,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: None,12,1
10608,52.408362,-1.517316,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: None,16,1
10609,52.448315,-2.051012,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: None,12,1
10610,52.541313,-2.058566,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: None,16,1
10611,52.453142,-1.733347,Reason: Stolen goods<br>Ethnicity: White - Any other White background<br>Age: None<br>Gender: None,12,1
10612,52.588117,-1.974761,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: None,8,1
10613,52.585960,-2.123303,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: None<br>Gender: None,12,1
10614,53.790017,-1.760546,Reason: Controlled drugs<br>Ethnicity: Asian/Asian British - Pakistani<br>Age: 25-34<br>Gender: Male,8,41
10615,53.722593,-1.776508,Reason: Article for use in theft<br>Ethnicity: Other ethnic group - Not stated<br>Age: 18-24<br>Gender: Male,12,11
10616,53.645638,-1.782466,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
10617,53.808859,-1.516555,Reason: Offensive weapons<br>Ethnicity: Other ethnic group - Not stated<br>Age: None<br>Gender: None,12,11
10618,53.687230,-1.498673,Reason: Controlled drugs<br>Ethnicity: Asian/Asian British - Pakistani<br>Age: 18-24<br>Gender: Male,12,41
10619,54.951506,-1.568929,Reason: Article for use in theft<br>Ethnicity: Other ethnic group - Not stated<br>Age: 18-24<br>Gender: Male,12,11
10620,51.517871,-0.107375,Reason: Controlled drugs<br>Ethnicity: White - Any other White background<br>Age: over 34<br>Gender: Female,4,1
10621,51.553027,0.139408,Reason: Controlled drugs<br>Ethnicity: None<br>Age: None<br>Gender: None,12,21
10622,51.559487,-0.196897,Reason: Stolen goods<br>Ethnicity: White - Any other White background<br>Age: over 34<br>Gender: Male,4,1
10623,51.502052,0.138143,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
10624,51.528782,-0.216621,Reason: Offensive weapons<br>Ethnicity: Other ethnic group - Not stated<br>Age: 25-34<br>Gender: Female,8,11
10625,51.399794,0.094295,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
10626,51.516120,-0.129961,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
10627,51.398009,-0.090778,Reason: Controlled drugs<br>Ethnicity: Black/African/Caribbean/Black British - Caribbean<br>Age: 18-24<br>Gender: Male,12,31
10628,51.548398,-0.353434,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
10629,51.680482,-0.048643,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: 18-24<br>Gender: Female,12,11
10630,51.481480,-0.025652,Reason: Anything to threaten or harm anyone<br>Ethnicity: Mixed/Multiple ethnic groups - White and Black African<br>Age: 18-24<br>Gender: Male,12,21
10631,51.541662,-0.076176,Reason: Offensive weapons<br>Ethnicity: Black/African/Caribbean/Black British - Any other Black/African/Caribbean background<br>Age: 10-17<br>Gender: Male,16,31
10632,51.516523,-0.236658,Reason: Offensive weapons<br>Ethnicity: Other ethnic group - Not stated<br>Age: None<br>Gender: Male,12,11
10633,51.586971,-0.065544,Reason: Stolen goods<br>Ethnicity: Other ethnic group - Not stated<br>Age: 10-17<br>Gender: Male,16,11
10634,51.613302,-0.331617,Reason: Controlled drugs<br>Ethnicity: Asian/Asian British - Any other Asian background<br>Age: 18-24<br>Gender: Male,12,41
10635,51.611353,0.219828,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
10636,51.471717,-0.490059,Reason: Offensive weapons<br>Ethnicity: Other ethnic group - Not stated<br>Age: 25-34<br>Gender: Male,8,11
10637,51.475069,-0.395804,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
10638,51.531286,-0.120675,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: 18-24<br>Gender: Male,12,11
10639,51.486829,-0.173175,Reason: Controlled drugs<br>Ethnicity: Black/African/Caribbean/Black British - Any other Black/African/Caribbean background<br>Age: 25-34<br>Gender: Male,8,31
10640,51.389590,-0.294104,Reason: Evidence of offences under the Act<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Female,8,1
10641,51.436539,-0.103243,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
10642,51.477871,-0.039979,Reason: Offensive weapons<br>Ethnicity: Black/African/Caribbean/Black British - Caribbean<br>Age: 18-24<br>Gender: Male,12,31
10643,51.399101,-0.187268,Reason: Evidence of offences under the Act<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
10644,51.551105,0.004305,Reason: Controlled drugs<br>Ethnicity: None<br>Age: None<br>Gender: None,12,21
10645,51.561454,0.076278,Reason: Stolen goods<br>Ethnicity: White - Any other White background<br>Age: 18-24<br>Gender: Male,12,1
10646,51.427877,-0.330079,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
10647,51.493160,-0.100706,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: 18-24<br>Gender: Male,12,11
10648,51.350438,-0.148505,Reason: Offensive weapons<br>Ethnicity: Other ethnic group - Not stated<br>Age: 10-17<br>Gender: Male,16,11
10649,51.530362,-0.037321,Reason: Offensive weapons<br>Ethnicity: Asian/Asian British - Bangladeshi<br>Age: 10-17<br>Gender: Male,16,41
10650,51.554181,-0.007316,Reason: Controlled drugs<br>Ethnicity: Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background<br>Age: 25-34<br>Gender: Male,8,21
10651,51.476771,-0.139102,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: 18-24<br>Gender: Male,12,11
10652,51.513904,-0.130801,Reason: Controlled drugs<br>Ethnicity: White - Any other White background<br>Age: 25-34<br>Gender: Male,8,1
10653,53.283205,-4.561774,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: None<br>Gender: None,12,1
10654,53.232722,-4.130166,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
